type,id,mac,rssi,rate,sig_mode,mcs,bandwidth,smoothing,not_sounding,aggregation,stbc,fec_coding,sgi,noise_floor,ampdu_cnt,channel,secondary_channel,local_timestamp,ant,sig_len,rx_state,len,first_word,data
CSI_DATA,209,08:96:d7:2d:66:28,-75,11,0,0,0,0,0,0,0,0,0,-92,0,1,1,7939995,0,338,0,128,0,"[0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,1,-1,1,-1,0,-1,1,-1,1,-1,1,-1,0,-1,0,-1,0,-1,0,-1,0,-2,0,-2,0,-2,1,-2,0,-2,0,-2,0,-2,0,-1,0,-1,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0]"
CSI_DATA,210,0a:96:d7:2d:66:28,-76,11,0,0,0,0,0,0,0,0,0,-92,0,1,1,7991195,0,319,0,128,0,"[0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,7,1,8,3,7,5,8,4,9,3,10,2,10,2,10,1,10,0,12,-2,13,-4,11,-4,10,-4,11,-6,12,-7,10,-7,11,-7,12,-8,11,-10,9,-10,9,-8,9,-7,10,-4,11,-1,10,0,0,0,12,1,10,1,9,2,8,2,9,3,8,5,8,6,10,6,10,7,10,8,11,7,13,6,13,4,11,2,11,2,11,3,9,5,9,8,11,9,12,6,11,6,9,8,8,9,9,9,10,7,6,0,0,0,0,0,0,0,0,0,0]"
CSI_DATA,211,e8:df:70:82:73:f7,-60,11,0,0,0,0,0,0,0,0,0,-92,0,1,1,7994294,0,322,0,128,0,"[0,0,0,0,0,0,0,0,0,0,0,0,-1,-3,-1,-3,-1,-3,-1,-3,-1,-4,-1,-3,-1,-4,0,-4,-1,-4,0,-4,0,-4,0,-4,0,-4,0,-4,0,-4,0,-4,0,-4,-1,-5,-1,-5,-1,-5,-1,-4,-1,-5,0,-5,-2,-5,-2,-5,-2,-6,0,0,-2,-6,-2,-6,-3,-6,-3,-6,-3,-6,-4,-7,-3,-7,-5,-7,-4,-8,-5,-8,-4,-8,-4,-7,-4,-8,-4,-9,-5,-8,-5,-8,-5,-9,-5,-9,-4,-9,-5,-9,-4,-9,-4,-9,-4,-10,-5,-9,-4,-9,-4,-9,0,0,0,0,0,0,0,0,0,0]"
CSI_DATA,212,7c:ff:4d:ce:bc:4b,-76,11,0,0,0,0,0,0,0,0,0,-92,0,1,1,8015651,0,325,0,128,0,"[0,0,0,0,0,0,0,0,0,0,0,0,-5,-12,-5,-11,-4,-12,-2,-13,-3,-12,-4,-12,-3,-12,-4,-13,-5,-13,-4,-14,-4,-15,-2,-15,-1,-14,-2,-12,-3,-13,-3,-13,-4,-12,-3,-11,-4,-12,-5,-12,-5,-10,-5,-7,-3,-5,-3,-6,-4,-5,-3,-2,0,0,-6,-3,-8,-2,-7,-2,-4,0,-3,4,-6,6,-7,4,-7,5,-9,8,-10,6,-6,5,-3,6,-4,5,-5,4,-7,6,-7,8,-6,10,-6,11,-6,13,-5,14,-3,13,-3,12,-5,12,-6,11,-5,12,-7,13,0,0,0,0,0,0,0,0,0,0]"
CSI_DATA,213,08:96:d7:2d:66:28,-75,11,0,0,0,0,0,0,0,0,0,-92,0,1,1,8042394,0,338,0,128,0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,0,-1,0,-1,0,-1,0,-1,1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,-1,0,-1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0]"
CSI_DATA,214,7c:ff:4d:ce:bc:4b,-76,11,0,0,0,0,0,0,0,0,0,-92,0,1,1,8118049,0,325,0,128,0,"[0,0,0,0,0,0,0,0,0,0,0,0,-9,5,-10,3,-10,2,-10,2,-11,2,-12,0,-12,-1,-12,-1,-11,-1,-10,-1,-9,-2,-10,-2,-10,-3,-11,-4,-11,-4,-11,-4,-10,-5,-10,-4,-10,-2,-7,-2,-5,-2,-4,-1,-4,0,-5,0,-7,1,-7,1,0,0,-7,2,-6,1,-6,1,-4,1,-5,2,-8,4,-8,5,-6,3,-4,4,-3,6,-4,8,-3,8,-2,7,-1,6,-4,7,-6,7,-6,9,-6,8,-7,7,-6,5,-4,6,-3,6,-2,9,-4,15,-7,16,-4,18,0,0,0,0,0,0,0,0,0,0]"
CSI_DATA,215,08:96:d7:2d:66:28,-75,11,0,0,0,0,0,0,0,0,0,-92,0,1,1,8144792,0,338,0,128,0,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,-1,1,0,1,0,1,0,1,0,1,0,1,0,1,-1,1,0,1,0,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0]"
CSI_DATA,216,e8:df:70:82:73:f7,-61,11,0,0,0,0,0,0,0,0,0,-92,0,1,1,8199092,0,322,0,128,0,"[0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,3,1,3,1,3,1,3,0,3,1,2,1,3,1,2,1,3,1,3,1,3,1,3,2,3,2,3,2,3,0,0,2,3,3,3,3,3,3,3,3,3,4,3,4,3,4,4,5,4,4,4,4,4,5,4,5,5,4,4,5,4,5,5,5,5,5,5,5,4,5,5,4,6,4,5,5,5,5,5,4,5,5,5,0,0,0,0,0,0,0,0,0,0]"
CSI_DATA,217,7c:ff:4d:ce:bc:4b,-77,11,0,0,0,0,0,0,0,0,0,-92,0,1,1,8220448,0,325,0,128,0,"[0,0,0,0,0,0,0,0,0,0,0,0,11,-4,11,-5,12,-5,14,-3,15,-3,13,-5,14,-5,16,-5,15,-3,13,-1,14,-1,17,-3,18,-2,17,0,15,0,12,0,13,2,16,1,14,0,12,0,14,0,13,1,10,2,9,-1,10,-4,10,-4,0,0,5,-5,5,-5,4,-5,2,-6,3,-7,4,-8,4,-9,3,-10,3,-10,3,-9,2,-9,0,-8,-1,-7,-1,-9,-1,-10,0,-11,1,-12,-1,-12,-2,-14,0,-15,4,-13,4,-12,1,-16,-1,-18,-1,-17,-1,-14,0,0,0,0,0,0,0,0,0,0]"
CSI_DATA,218,08:96:d7:2d:66:28,-75,11,0,0,0,0,0,0,0,0,0,-92,0,1,1,8247191,0,338,0,128,0,"[0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-2,0,-2,0,-2,0,-1,0,-1,0,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-2,-2,-2,-1,-2,-1,-2,-1,-2,-1,-1,-1,-1,-1,-2,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-1,-2,-1,-2,-1,-2,-1,-1,-1,-1,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,-1,-2,0,0,0,0,0,0,0,0,0,0,0]"
